Month,Province,Code_Site,Site_Name,District,OverallScore,Number_ofCell,Total_Sub,Total_Volume_Mb, Total_Revenue ,Rev_Priority,Revenue_Loss,LTC_Sub,LTC_Volume_Mb,LTC_Revenue,TPlus_Sub,TPlus_Volume_Mb,TPlus_Revenue,Total_Down_hour,Total_CountDown,Day_Down_hour,Day_CountDown,Night_Down_hour,Night_CountDown,AC_Power_hour,AC_Power_CountDown,OPTIC_hour,OPTIC_CountDown,EQUIPMENT_hour,EQUIPMENT_CountDown,RECTIFIER_hour,RECTIFIER_CountDown,Other_hour,Other_CountDown,MC_to_BTS,Distance_KM,Access_Time_Minute,LodAC,LodDC,Capacity_Battery_V,Cpcity_Bttery_Ah,Capacity_Solar_V,Cpcity_Solr_Ah,Capacity_Gen_KVA,Backup_time_Minute,Battery,Lat,Long
2022-06-30,CHP,CHP0090,CHP0090_NONGTAO,Pakxong,5,16,5184,21436175.81,33701896.47,Priority2,1535309,3234,11409589,23239945,1950,10026587,10461951,20.5,4,1.8,2,18.7,3,1.1,2,18.3,2,0,0,0,0,1.2,1,MC_PAKSONG To site,32,45,16.3,50,48,200,0,0,0,240,Battery,15.26883,106.08035
2022-10-31,BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,14,12607,20778518.11,33675622.23,Priority2,434524,7491,6747244,18863954,5116,14031274,14811668,6.9,2,6.9,2,0,0,6.9,2,0,0,0,0,0,0,0,0,LTC to Site,10,35,8,32.25,48,200,0,0,0,60,Battery,18.4361,103.714
2022-09-30,HUP,HUP0059,HUP0059_HOUAYMOUNG,Koune,5,24,4614,20432867.45,33671293.56,Priority2,0,1879,5386936,16080139,2735,15045932,17591155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,198,360,9,35,48,500,0,0,5.5,30,Battery_Gen,19.818,104.4586
2023-04-30,CHP,CHP0193,CHP0193_PHONTHONG_MK,Phonthong,5,14,18102,21522033.82,33665625.41,Priority2,1454168,13362,8829842,19514738,4740,12692192,14150887,22.2,14,13.9,10,8.3,4,21,13,1.2,1,0,0,0,0,0,0,LTC to Site,25,60,17.6,52,48,100,0,0,0,0,Battery no backup,15.100537,105.652674
2023-04-30,LNT,LNT0003,LNT0003_NALUE,Louang-Namtha,5,14,23507,17545851.97,33647607.39,Priority2,32713,17598,10310199,24853722,5909,7235653,8793885,0.5,1,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,0,LTC to Site,15,20,4,17,48,100,0,0,0,60,Battery,20.930725,101.407675
2023-02-28,LNT,LNT0074,LNT0074_SEELIHUEANG,Sing,5,6,12161,20865761.21,33610752.65,Priority2,55018,8210,9684067,21219771,3951,11181694,12390981,1.8,3,1.8,3,0,0,1.8,3,0,0,0,0,0,0,0,0,LTC to Site,70,120,4,17,48,200,0,0,0,30,Battery,21.17269,101.133414
2022-08-31,XSB,XSB0038,XSB0038_LONGCHENG,Longcheng,5,12,2720,22530416.46,33601319.66,Priority2,1558126,1548,6012555,15917451,1172,16517862,17683868,28.8,11,13.4,9,15.4,2,17.8,9,4.6,1,0,0,0,0,6.4,1,LTC to Site,63,1037,0,32,0,0,0,0,5.5,10,Battery_Gen,19.08469,102.94201
2022-08-31,VTP,VTP0218,VTP0218_PHABONG,Hinheup,5,12,4076,20495450.56,33598708.94,Priority2,293537,2769,6487747,18988325,1307,14007704,14610384,5.4,2,0.2,1,5.3,1,0.2,1,5.3,1,0,0,0,0,0,0,LTC to Site,60,150,25,76,0,200,0,0,0,120,Battery,18.749034,102.27586
2022-06-30,LNT,LNT0075,LNT0075_THONGMAI,Sing,5,12,9996,23761808.59,33590142.87,Priority2,345232,6240,7474345,16833439,3756,16287463,16756704,6.2,5,6.2,5,0,0,6.2,5,0,0,0,0,0,0,0,0,LTC to Site,70,120,5,20,48,200,0,0,0,45,Battery,21.16461,101.12153
2022-09-30,BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,14,10067,21118375.78,33577737.37,Priority2,111926,6065,6934241,18740722,4002,14184135,14837016,1.7,3,1.5,2,0.2,1,1.7,3,0,0,0,0,0,0,0,0,LTC to Site,10,35,8,32.25,48,200,0,0,0,60,Battery,18.4361,103.714
2023-02-28,CHP,CHP0338,CHP0338_KM24,Pathoumphon,5,17,22770,17579681,33567963.52,Priority2,999047,17012,10421808,25645091,5758,7157873,7922873,11.8,6,3.9,4,7.8,2,10.2,5,0,0,0,0,0,0,1.5,1,LTC to Site,24,60,34.7,55,48,200,0,0,0,120,Battery,14.98746,105.91474
2022-05-31,KHM,KHM0098,KHM0098_PHUK_ETU,Nongbok,5,18,9045,24132906.41,33559857.58,Priority2,0,4284,7489652,15993708,4761,16643255,17566149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,52,70,10,18,48,200,0,0,0,20,Battery,17.038481,104.835523
2023-01-31,CHP,CHP0303,CHP0303_HUAYLEUSE,Bachiangchareunsouk,5,7,18258,14018128.61,33558031.2,Priority2,94720,13329,8123097,26349317,4929,5895032,7208714,3,1,3,1,0,0,3,1,0,0,0,0,0,0,0,0,LTC to Site,15,30,17.6,54,0,0,0,0,0,0,No Battery,15.06995,105.89291
2023-04-30,XKH,XKH0099,XKH0099_YOT20,Nonghet,6,16,7983,20086600.34," 33,523,347 ",Priority2,2937949,3934,6078033,15878497,4049,14008567,17644850,39.4,8,29.8,7,9.6,1,39.4,8,0,0,0,0,0,0,0,0,MC_KHAM to Site,50,75,5,21.5,48,200,48,200,0,120,Battery_Solar,19.61302,103.878296
2022-04-30,KHM,KHM0055,KHM0055_XIENGLEA,Thakhek,5,14,29912,21212712.25,33520222.41,Priority2,1280286,,,,,,,19.6,6,17.5,6,2.1,1,19.6,6,0,0,0,0,0,0,0,0,LTC to Site,35,45,12,30,48,200,0,0,0,40,Battery,17.2533,104.946
2022-06-30,CHP,CHP0303,CHP0303_HUAYLEUSE,Bachiangchareunsouk,5,16,17681,13214617.2,33515560.63,Priority2,0,12436,7405910,26991570,5245,5808707,6523991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,15,30,17.6,54,0,0,0,0,0,0,No Battery,15.06995,105.89291
2022-06-30,UDX,UDX0037,UDX0037_NACHANG,Xai,6,30,17068,22255927.11," 33,493,522 ",Priority2,1697935,11929,7742950,18069532,5139,14512977,15423990,12.2,6,8.3,5,3.9,1,12.2,6,0,0,0,0,0,0,0,0,LTC to Site,22,60,7,30,48,200,0,0,5.5,30,Battery_Gen,20.83187,101.97193
2022-06-30,BLK,BLK0199,BLK0199_BORKHAMNAKADOK,Khamkeut,5,9,1527,19751853.83,33484514.71,Priority2,2190445,753,11797342,24906477,774,7954512,8578038,52.3,12,13.1,6,39.2,6,52.3,12,0,0,0,0,0,0,0,0,MC_KHAMKERD to Site,42,90,7,30.1,48,100,0,0,0,10,Battery,18.122217,105.167584
2022-07-31,VTE,VTE0723,VTE0723_XIENGLEANA,Pak-Ngum,5,28,18542,19634957.67,33482917.65,Priority2,2034177,13095,4321485,17100486,5447,15313472,16382431,16.1,3,1.4,1,14.8,2,16.1,3,0,0,0,0,0,0,0,0,LTC to Site,80,120,20,50,48,100,0,0,0,120,Battery,18.207281,102.930107
2022-07-31,BOK,BOK0159,BOK0159_INDOOR_ITS_TAIYUAN_BUILDING_F10,Tonpheung,5,6,5406,15390274.46,33480020.96,Priority2,229500,5327,15309889,33396730,79,80386,83291,8.5,6,5.5,5,3,1,8.5,6,0,0,0,0,0,0,0,0,MC Tonpheung,10,20,3.488372093,15,48,200,0,0,0,600,Battery,20.339601,100.104994
2022-06-30,BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,15,11916,19839826.94,33475953.14,Priority2,1399481,7331,6934489,19927648,4585,12905338,13548305,20.1,6,4.6,3,15.5,3,20.1,6,0,0,0,0,0,0,0,0,LTC to Site,10,35,8,32.25,48,200,0,0,0,60,Battery,18.4361,103.714
2022-11-30,PSL,PSL0026,PSL0026_PHIENGXAY,Boun-Nua,5,11,5800,19319938.46,33474782.97,Priority2,0,4469,13289435,27064321,1331,6030504,6410462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,12,60,6,21,48,800,48,800,0,180,Battery_Solar,21.692942,101.86525
2023-04-30,XYL,XYL0176,XYL0176_MUENGHAM,Boten,5,10,4887,17379237.17,33461648.34,Priority2,641348,3044,10451239,25502922,1843,6927998,7958726,13.8,14,12.2,12,1.6,2,13.8,14,0,0,0,0,0,0,0,0,PAKLAIY,105,183,20,86,12,200,0,0,0,5,Battery,17.76745,101.15284
2022-11-30,BLK,BLK0154,BLK0154_BANBOR,Borikhan,5,10,4356,25956443.74,33460631.83,Priority2,260249,1716,4621999,11895659,2640,21334445,21564972,5.6,3,4,2,1.6,1,4,2,0,0,0,0,0,0,1.6,1,LTC to Site,75,120,7,30.1,48,200,0,0,0,10,Battery,18.74903,103.59415
2022-09-30,CHP,CHP0337,CHP0337_KM19_BEERLAO,Bachiangchareunsouk,5,16,17001,16675103.33,33460082.4,Priority2,743557,12166,11407633,27592039,4835,5267470,5868043,10,5,8.3,4,1.8,1,10,5,0,0,0,0,0,0,0,0,LTC to Site,19,60,22.5,57,48,200,0,0,0,240,Battery,15.03814,105.90435
2023-03-31,SVN,SVN0254,SVN0254_KEANGKAN,Xepon,5,3,4441,16030217.4,33456003.61,Priority2,17987,3177,11812988,22997917,1264,4217229,10458086,1.3,1,1.3,1,0,0,0,0,1.3,1,0,0,0,0,0,0,MC_XEPONE To site,11,23,22.4,56,48,200,0,0,0,360,Battery,16.751599,106.132004
2023-01-31,LPB,LPB0010,LPB0010_DANSAVANG,Louangphrabang,5,12,13621,12321362.17,33427983.54,Priority2,310018,10476,7672700,27551315,3145,4648662,5876668,5.8,1,5.8,1,0,0,5.8,1,0,0,0,0,0,0,0,0,LTC to Site,15,40,10,43,48,100,0,0,0,30,Battery,19.88931,102.25489
2023-01-31,SVN,SVN0247,SVN0247_NAHINDARN,Thapangthong,5,3,3336,21103620.66,33423825.24,Priority2,35940,2582,17342130,29471754,754,3761490,3952071,2.7,1,2.7,1,0,0,0,0,0,0,0,0,0,0,2.7,1,MC_SONGKHON To site,83,130,22.4,56,48,200,0,0,0,30,Battery,15.984441,105.810913
2023-03-31,UDX,UDX0090,UDX0090_DK20,Namo,5,18,26652,19031275.63,33418792.31,Priority2,395276,21608,11565420,25186868,5044,7465856,8231924,4.9,3,4.9,3,0,0,4.9,3,0,0,0,0,0,0,0,0,LTC to Site,50,80,12,30,48,100,0,0,0,60,Battery,20.878445,101.789669
2023-04-30,BLK,BLK0132,BLK0132_HINNGON,Viengthong,5,18,11812,14287613.9,33414098.1,Priority2,1034909,5789,2525488,18518939,6023,11762126,14895159,12.4,3,12.4,3,0,0,12.4,3,0,0,0,0,0,0,0,0,MC_VIENGTHONG to Site,15,60,7,30.1,48,200,0,0,0,10,Battery,18.4059,104.484
2022-10-31,BLK,BLK0136,BLK0136_MEUANGMEUAN,Viengthong,6,21,5953,21053664.34," 33,408,961 ",Priority2,624173,3011,4869418,15851457,2942,16184247,17557504,6.6,4,6.6,4,0,0,6.5,3,0.1,1,0,0,0,0,0,0,MC_VIENGTHONG to Site,35,75,7,30.1,48,200,0,0,0,10,Battery,18.702728,104.214672
2023-04-30,KHM,KHM0052,KHM0052_PHONYIA,Thakhek,5,18,26458,19783700.89,33407730.97,Priority2,139199,19159,7940457,20265349,7299,11843244,13142382,1.7,1,1.7,1,0,0,1.7,1,0,0,0,0,0,0,0,0,LTC to Site,28,40,14,28,48,200,0,0,0,20,Battery,17.312864,104.905002
2023-03-31,KHM,KHM0051,KHM0051_KHAIYUAN_FT,Thakhek,5,19,2363,20695354.16,33377146.33,Priority2,744705,1623,14199117,26239290,740,6496237,7137857,8.7,3,4.4,2,4.3,1,8.7,3,0,0,0,0,0,0,0,0,LTC to Site,26,35,12,32,48,100,0,0,0,0,Battery no backup,17.309512,104.866665
2022-09-30,KHM,KHM0123,KHM0123_HADKHAMHIENG,Xebangfai,5,3,3954,21991237.45,33373691.58,Priority2,143692,2081,11951525,23201841,1873,10039712,10171850,10.3,2,4.3,1,6,1,10.3,2,0,0,0,0,0,0,0,0,LTC to Site,72,120,11,22,48,200,0,0,0,30,Battery,17.0683,104.902
2022-06-30,LNT,LNT0087,LNT0087_HUAYKOUM,Long,5,12,3127,15155131.32,33357652.28,Priority2,152889,2019,10669467,28421538,1108,4485664,4936115,2.8,3,2,2,0.8,1,1.6,2,0,0,0,0,0,0,1.2,1,LTC to Site,150,360,5,21,48,200,0,0,0,90,Battery,20.87435,100.54585
2022-08-31,SVN,SVN0182,SVN0182_LAMCHAN,Champhon,5,13,5602,24250229.38,33355954.88,Priority2,1084965,3456,8071520,16791773,2146,16178709,16564182,18.6,3,5.8,2,12.8,1,5.8,2,0,0,12.8,1,0,0,0,0,LTC to Site,86,154,22.4,56,48,100,0,0,0,80,Battery,16.547436,105.277748
2023-03-31,VTP,VTP0218,VTP0218_PHABONG,Hinheup,5,12,4662,20582829.94,33342436.3,Priority2,224076,3208,7812445,19723545,1454,12770385,13618891,4.2,2,0.7,1,3.5,1,0.7,1,3.5,1,0,0,0,0,0,0,LTC to Site,60,150,25,76,0,200,0,0,0,120,Battery,18.749034,102.27586
2022-08-31,CHP,CHP0090,CHP0090_NONGTAO,Pakxong,5,3,5148,21946060.66,33325531.65,Priority2,179170,3297,11508889,22497128,1851,10437171,10828404,13.7,2,0,0,13.7,2,0,0,9.7,1,0,0,0,0,4,1,MC_PAKSONG To site,32,45,16.3,50,48,200,0,0,0,240,Battery,15.26883,106.08035
2022-08-31,PSL,PSL0015,PSL0015_KM55,Boun-Nua,5,15,6478,22680876.1,33318546.29,Priority2,4164818,4318,7843897,17707911,2160,14836980,15610635,61.9,4,1.6,2,60.3,2,14.5,2,47.5,2,0,0,0,0,0,0,LTC to Site,22,90,6,27,48,200,0,0,0,0,Battery no backup,21.5056,101.848
2022-06-30,VTP,VTP0229,VTP0229_SOUANMON,Hinheup,5,9,4837,14032063.1,33315182.43,Priority2,1314099,3555,7661912,25283013,1282,6370152,8032170,31.6,2,16.9,1,14.7,1,31.6,2,0,0,0,0,0,0,0,0,LTC to Site,65,180,17,54,48,100,0,0,0,10,Battery,18.4418,102.2086
2022-10-31,LNT,LNT0092,LNT0092_SOMPANMAI,Long,5,15,5069,20100472.84,33314041.99,Priority2,367171,3094,9050910,21075158,1975,11049563,12238884,5.5,2,5.3,1,0.1,1,5.5,2,0,0,0,0,0,0,0,0,LTC to Site,110,180,7,28,48,200,0,0,0,360,Battery,20.92683,100.72929
2022-09-30,SVN,SVN0238,SVN0238_NATHALANG,Phin,5,15,7643,19509998.97,33310500.48,Priority2,370117,5729,12462137,26070561,1914,7047862,7239940,5.3,6,4.9,5,0.4,1,5.3,6,0,0,0,0,0,0,0,0,MC_XEPONE To site,30,45,22.4,56,48,200,0,0,5.5,40,Battery_Gen,16.550452,106.055409
2023-01-31,XSB,XSB0034,XSB0034_PHALAVEK,Hom,5,9,4390,23031347.62,33291504.53,Priority2,89493,1956,6363642,15401524,2434,16667705,17889980,2.2,3,1.8,2,0.4,1,2.2,3,0,0,0,0,0,0,0,0,LTC to Site,50,915,0,52,0,0,0,0,0,240,Battery,18.68082,103.18383
2022-09-30,KHM,KHM0119,KHM0119_XEBANGFAITAI,Xebangfai,5,2,17503,21843125.32,33285257.63,Priority2,300492,11577,10507369,21458889,5926,11335756,11826369,32.5,4,30.5,3,2,1,30.5,3,2,1,0,0,0,0,0,0,LTC to Site,52,68,7,19,48,200,0,0,0,20,Battery,17.08238,104.9831
2022-04-30,XKH,XKH0110,XKH0110_NAMNGEUAM4A,Phoukout,5,18,1678,14363362.98,33273864.77,Priority2,1659072,1069,9621779,27057639,609,4741584,6216226,19.9,4,13.1,3,6.8,1,12.4,3,7.5,1,0,0,0,0,0,0,LTC to Site,45,90,12,51.6,48,200,0,0,0,360,Battery,19.449617,103.005801
2022-08-31,XYL,XYL0071,XYL0071_NAKHAN,Xaiyabouly,6,15,1535,23429863.65," 33,272,451 ",Priority2,1475794,685,6267889,14783914,850,17161975,18488537,22,7,12.8,6,9.2,1,15.1,6,6.9,1,0,0,0,0,0,0,PAKLAIY,80,189,13.25581395,57,12,200,0,0,0,15,Battery,18.94875,101.721624
2022-11-30,BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,15,11926,20303108.13,33271277.59,Priority2,0,7084,6435184,18410743,4842,13867924,14860535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,10,35,8,32.25,48,200,0,0,0,60,Battery,18.4361,103.714
2023-04-30,CHP,CHP0337,CHP0337_KM19_BEERLAO,Bachiangchareunsouk,5,7,26638,15766044.75,33247359.02,Priority2,424827,19990,11284847,27611482,6648,4481198,5635877,13.1,9,8.6,6,4.6,3,7.7,8,5.4,1,0,0,0,0,0,0,LTC to Site,19,60,22.5,57,48,200,0,0,0,240,Battery,15.03814,105.90435
2022-05-31,KHM,KHM0070,KHM0070_PHONSOUNG,Thakhek,5,21,34449,21845888.29,33230852.67,Priority2,634245,25363,8177762,19128686,9086,13668126,14102167,6.8,3,2.3,2,4.4,1,6.8,3,0,0,0,0,0,0,0,0,LTC to Site,17,25,12,26,48,100,0,0,0,240,Battery,17.471,104.765
2022-12-31,XSB,XSB0034,XSB0034_PHALAVEK,Hom,5,13,4668,22328039.19,33219820.42,Priority2,4786512,2074,6444054,15851958,2594,15883985,17367862,82.5,4,1.1,1,81.4,3,1.2,2,81.2,2,0,0,0,0,0,0,LTC to Site,50,915,0,52,0,0,0,0,0,240,Battery,18.68082,103.18383
2023-02-28,VTP,VTP0129,VTP0129_SIMENFACTORY,Vangvieng,5,19,30509,13804160.68,33201276.79,Priority2,54347,23601,7250155,25297365,6908,6554006,7903912,0.6,1,0.6,1,0,0,0.6,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,8,10,18,57,0,0,0,0,0,0,No Battery,18.8765,102.4833
2023-04-30,PSL,PSL0026,PSL0026_PHIENGXAY,Boun-Nua,5,11,7268,18772186.71,33191735.25,Priority2,1138661,5626,14067332,28001762,1642,4704854,5189974,22.5,5,3.4,2,19.2,2,18.5,2,4,2,0,0,0,0,0,0,LTC to Site,12,60,6,21,48,800,48,800,0,180,Battery_Solar,21.692942,101.86525
2022-09-30,UDX,UDX0037,UDX0037_NACHANG,Xai,6,30,16122,21480619.38," 33,186,867 ",Priority2,202809,11175,7278352,17722513,4947,14202268,15464354,1.5,3,1.5,3,0,0,1.5,3,0,0,0,0,0,0,0,0,LTC to Site,22,60,7,30,48,200,0,0,5.5,30,Battery_Gen,20.83187,101.97193
2023-01-31,SVN,SVN0284,SVN0284_XAIBOULY,Xaibouri,5,26,39907,19055992.65,33177688.1,Priority2,0,29211,9979199,22555847,10696,9076794,10621841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,61,60,16,48,0,500,0,0,0,0,Battery no backup,16.98674,104.92558
2022-12-31,VTP,VTP0322,VTP0322_PHATHAO_VV,Vangvieng,5,7,12090,23125960.73,33177680.02,Priority2,249724,8386,8276502,17539948,3704,14849459,15637732,8,2,8,2,0,0,5.3,1,2.7,1,0,0,0,0,0,0,MC VANGVIENG To SITE,25,30,14,44,48,200,0,0,0,15,Battery,19.0204,102.4332
2022-10-31,UDX,UDX0158,UDX0158_HUANA,Xai,6,12,1156,20928223.65," 33,170,655 ",Priority2,392341,981,19708432,31747796,175,1219792,1422859,7.3,6,6.6,5,0.8,1,7.3,6,0,0,0,0,0,0,0,0,LTC to Site,120,360,4,25,48,100,0,0,0,120,Battery,20.67663,102.17276
2022-06-30,XSB,XSB0038,XSB0038_LONGCHENG,Longcheng,5,12,2929,21528766.2,33167912.32,Priority2,294826,1699,5603950,16057182,1230,15924816,17110730,5.3,4,5.3,4,0,0,5.3,4,0,0,0,0,0,0,0,0,LTC to Site,63,1037,0,32,0,0,0,0,5.5,10,Battery_Gen,19.08469,102.94201
2023-03-31,SVN,SVN0247,SVN0247_NAHINDARN,Thapangthong,5,9,3444,20088177.96,33156906,Priority2,40109,2760,16969309,29961103,684,3118869,3195803,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,MC_SONGKHON To site,83,130,22.4,56,48,200,0,0,0,30,Battery,15.984441,105.810913
2022-12-31,PSL,PSL0026,PSL0026_PHIENGXAY,Boun-Nua,5,8,6247,19125449.15,33155180.85,Priority2,53476,4794,13522650,27062449,1453,5602799,6092732,1.6,2,1.6,2,0,0,1.1,1,0.5,1,0,0,0,0,0,0,LTC to Site,12,60,6,21,48,800,48,800,0,180,Battery_Solar,21.692942,101.86525
2023-04-30,VTP,VTP0147,VTP0147_VIENGSAMAI,Vangvieng,5,11,31089,18498463.62,33144847.73,Priority2,561621,22966,9703824,22636798,8123,8794639,10508050,11.1,1,0,0,11.1,1,11.1,1,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,5,10,12,48,48,200,0,0,0,60,Battery,19.029249,102.442711
2023-03-31,VTP,VTP0122,VTP0122_PHONKHAM,Vangvieng,5,16,16473,18409879.55,33144822.32,Priority2,623693,13070,7417145,20839264,3403,10992734,12305558,8.8,2,8.8,2,0,0,8.8,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,16,30,16,51,48,200,0,0,0,30,Battery,18.9032,102.3638
2022-06-30,VTP,VTP0322,VTP0322_PHATHAO_VV,Vangvieng,5,7,9362,23735947.3,33136062.03,Priority2,547665,6446,7563691,16531362,2916,16172256,16604700,17,4,12.1,3,4.9,1,17,4,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,25,30,14,44,48,200,0,0,0,15,Battery,19.0204,102.4332
2022-07-31,CHP,CHP0193,CHP0193_PHONTHONG_MK,Phonthong,5,14,14558,21803154.38,33121006.9,Priority2,111294,9917,7189101,17303163,4641,14614054,15817844,1.8,3,1.1,2,0.7,1,1.8,3,0,0,0,0,0,0,0,0,LTC to Site,25,60,17.6,52,48,100,0,0,0,0,Battery no backup,15.100537,105.652674
2023-01-31,PSL,PSL0026,PSL0026_PHIENGXAY,Boun-Nua,5,22,6278,18976809.05,33113798.69,Priority2,0,4810,14045031,27648782,1468,4931778,5465017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LTC to Site,12,60,6,21,48,800,48,800,0,180,Battery_Solar,21.692942,101.86525
2022-11-30,LNT,LNT0075,LNT0075_THONGMAI,Sing,5,12,8409,23200786.55,33112208.95,Priority2,694437,5324,7663234,16873882,3085,15537553,16238327,12.6,3,12.6,3,0,0,12.6,3,0,0,0,0,0,0,0,0,LTC to Site,70,120,5,20,48,200,0,0,0,45,Battery,21.16461,101.12153
2023-03-31,BLK,BLK0029,BLK0029_PAXOUM,Pakxan,5,14,13826,20067722.48,33103845.53,Priority2,556180,8439,7072218,19070191,5387,12995504,14033654,8.9,3,2,2,6.9,1,8.9,3,0,0,0,0,0,0,0,0,LTC to Site,10,35,8,32.25,48,200,0,0,0,60,Battery,18.4361,103.714
2022-11-30,VTE,VTE0723,VTE0723_XIENGLEANA,Pak-Ngum,5,30,14866,20124896.9,33103779.5,Priority2,183910,10240,4671684,16075351,4626,15453212,17028429,1.3,2,0.6,1,0.8,1,1.3,2,0,0,0,0,0,0,0,0,LTC to Site,80,120,20,50,48,100,0,0,0,120,Battery,18.207281,102.930107
2022-12-31,UDX,UDX0102,UDX0102_TAO,Namo,5,12,1768,21565783.4,33101986.36,Priority2,818651,1380,17798907,29117777,388,3766876,3984209,15.3,3,5.2,2,10.2,1,15.3,3,0,0,0,0,0,0,0,0,LTC to Site,90,480,3,10,48,200,0,0,0,480,Battery,20.690296,101.543274
2022-11-30,VTP,VTP0322,VTP0322_PHATHAO_VV,Vangvieng,5,7,9769,23733364.07,33099537.5,Priority2,45972,6888,7867264,16894811,2881,15866100,16204726,1.4,2,1.4,2,0,0,1.4,2,0,0,0,0,0,0,0,0,MC VANGVIENG To SITE,25,30,14,44,48,200,0,0,0,15,Battery,19.0204,102.4332
2023-01-31,PSL,PSL0058,PSL0058_PANGHOUK,Mai,5,15,3139,17507827.58,33090164.38,Priority2,35581,2359,8863033,23359952,780,8644794,9730213,0.5,2,0.2,1,0.3,1,0.2,1,0.3,1,0,0,0,0,0,0,MC_M_KHUA To site,70,180,7,23,48,500,48,500,9,0,Solar_Gen,21.21863,102.86948
2022-07-31,BLK,BLK0159,BLK0159_HARDXIENGTOM,Borikhan,5,14,14245,21346731.14,33072992.21,Priority2,675685,7825,7585740,18910286,6420,13760992,14162707,10.9,3,10.9,3,0,0,10.9,3,0,0,0,0,0,0,0,0,LTC to Site,25,60,7,30.1,48,200,0,0,0,20,Battery,18.557058,103.727146
2022-11-30,KHM,KHM0111,KHM0111_BANSANG,Xebangfai,5,10,3700,19795842.16,33072851.88,Priority2,303168,2951,4975911,10351152,2440,10096422,10398731,6.6,3,6.6,3,0,0,6.6,3,0,0,0,0,0,0,0,0,LTC to Site,42,55,5,13,48,200,0,0,0,20,Battery,17.2305817,104.9695015
2022-06-30,KHM,KHM0113,KHM0113_BANSOM,Xebangfai,6,18,3074,22454286.15," 33,065,506 ",Priority2,606201,1709,8777239,19050260,1365,13677047,14015246,7.3,3,3.6,2,3.7,1,7.3,3,0,0,0,0,0,0,0,0,LTC to Site,40,55,7,20,48,200,0,0,0,20,Battery,17.48999,105.60738
2022-05-31,XKG,XKG0051,XKG0051_PANONE,Karum,6,15,1183,14760533.66," 33,064,443 ",Priority2,1217696,1069,13566898,31596507,114,1193636,1467936,18.3,5,1.1,2,17.2,3,13.6,4,4.7,1,0,0,0,0,0,0,LTC to Site,143,330,32,28,48,200,0,0,0,60,Battery,15.801673,107.140766
2023-01-31,SVN,SVN0182,SVN0182_LAMCHAN,Champhon,5,15,6628,23064837.47,33056633.87,Priority2,208826,4519,10054493,19451503,2109,13010345,13605131,3.1,2,2.3,1,0.8,1,3.1,2,0,0,0,0,0,0,0,0,LTC to Site,86,154,22.4,56,48,100,0,0,0,80,Battery,16.547436,105.277748
2023-02-28,CHP,CHP0337,CHP0337_KM19_BEERLAO,Bachiangchareunsouk,5,10,21434,15804797.5,33049728.85,Priority2,422958,15927,10834593,27202972,5507,4970205,5846757,8.6,4,3.2,3,5.4,1,8.6,4,0,0,0,0,0,0,0,0,LTC to Site,19,60,22.5,57,48,200,0,0,0,240,Battery,15.03814,105.90435
2022-07-31,CHP,CHP0088,CHP0088_KM45,Pakxong,5,3,21365,18934714.36,33042638.04,Priority2,4441,14437,10258699,24139773,6928,8676015,8902865,0.3,1,0.3,1,0,0,0.3,1,0,0,0,0,0,0,0,0,MC_PAKSONG To site,5,7,17.6,55,48,100,0,0,0,0,Battery no backup,15.19361,106.19336
2022-04-30,XSB,XSB0038,XSB0038_LONGCHENG,Longcheng,5,14,3357,23253161.26,33022494.47,Priority2,550375,1875,5471598,14245763,1482,17781563,18776732,8.6,3,0.7,1,7.9,2,8.6,3,0,0,0,0,0,0,0,0,LTC to Site,63,1037,0,32,0,0,0,0,5.5,10,Battery_Gen,19.08469,102.94201
2023-04-30,XKH,XKH0077,XKH0077_NGANE_ZONE,Khoun,5,11,4331,16539303.68,33007284.81,Priority2,1210267,2686,6528637,20415644,1645,10010666,12591641,24,7,20.5,6,3.5,1,24,7,0,0,0,0,0,0,0,0,LTC to Site,88,135,8,34.4,48,500,48,500,10 ,60,Battery_Solar_Gen,19.16103,103.6957
2022-11-30,BLK,BLK0159,BLK0159_HARDXIENGTOM,Borikhan,5,14,12385,22476464.82,32994916.49,Priority2,174140,6734,8022531,18298288,5651,14453934,14696629,2.7,2,2.7,2,0,0,2.7,2,0,0,0,0,0,0,0,0,LTC to Site,25,60,7,30.1,48,200,0,0,0,20,Battery,18.557058,103.727146
