Month,Province,Code_Site,Site_name,District,Issue,Part,Number_ofCell,Downtime_hour,Count_Down
2022-09-30,BOK,BOK0097,BOK0097_INTERNATIONAL_AIRPORT_ITS,Tonpheung,AC POWER,Night,10,6.4,1
2022-09-30,BOK,BOK0098,BOK0098_SITHAT,Tonpheung,AC POWER,Night,11,2.727272727,1
2022-09-30,BOK,BOK0109,BOK0109_TONGQING_A,Tonpheung,OPTIC,Night,3,1,1
2022-09-30,BOK,BOK0110,BOK0110_TONPHEUNG,Tonpheung,OPTIC,Day,8,1.375,1
2022-09-30,BOK,BOK0110,BOK0110_TONPHEUNG,Tonpheung,OPTIC,Night,8,1,1
2022-09-30,BOK,BOK0112,BOK0112_XIENGCHAI,Tonpheung,OPTIC,Day,18,0.611111111,0
2022-09-30,BOK,BOK0112,BOK0112_XIENGCHAI,Tonpheung,AC POWER,Day,18,3.611111111,2
2022-09-30,BOK,BOK0112,BOK0112_XIENGCHAI,Tonpheung,AC POWER,Night,18,6.444444444,1
2022-09-30,BOK,BOK0119,BOK0119_HOUANAMKHA,Meung,AC POWER,Day,12,4.833333333,3
2022-09-30,BOK,BOK0119,BOK0119_HOUANAMKHA,Meung,AC POWER,Night,12,16,2
2022-09-30,BOK,BOK0120,BOK0120_M_MEUNG,Meung,AC POWER,Day,18,1.722222222,1
2022-09-30,BOK,BOK0122,BOK0122_MONLAEM,Meung,AC POWER,Day,13,6,4
2022-09-30,BOK,BOK0122,BOK0122_MONLAEM,Meung,AC POWER,Night,13,16.53846154,2
2022-09-30,BOK,BOK0123,BOK0123_NAMYOU,Meung,AC POWER,Day,13,4.615384615,2
2022-09-30,BOK,BOK0123,BOK0123_NAMYOU,Meung,AC POWER,Night,13,19.92307692,2
2022-09-30,BOK,BOK0124,BOK0124_PHADAM,Meung,AC POWER,Night,8,41.25,1
2022-09-30,BOK,BOK0130,BOK0130_JIENGTONG,Paktha,OPTIC,Day,15,14.8,1
2022-09-30,BOK,BOK0130,BOK0130_JIENGTONG,Paktha,AC POWER,Day,15,4.466666667,3
2022-09-30,BOK,BOK0131,BOK0131_KONETUEN,Paktha,AC POWER,Day,15,4.533333333,2
2022-09-30,BOK,BOK0133,BOK0133_PARKTHA2,Paktha,OPTIC,Day,12,3.916666667,1
2022-09-30,BOK,BOK0134,BOK0134_CAMP_NAMTHA,Pha-Oudom,AC POWER,Day,11,1.727272727,2
2022-09-30,BOK,BOK0136,BOK0136_HARTMUAK,Pha-Oudom,AC POWER,Day,6,9.166666667,11
2022-09-30,BOK,BOK0137,BOK0137_HOMSUK,Pha-Oudom,AC POWER,Day,7,3.857142857,2
2022-09-30,BOK,BOK0137,BOK0137_HOMSUK,Pha-Oudom,AC POWER,Night,7,1,1
2022-09-30,BOK,BOK0138,BOK0138_MOKPORN2,Pha-Oudom,AC POWER,Day,11,0.727272727,1
2022-09-30,BOK,BOK0138,BOK0138_MOKPORN2,Pha-Oudom,AC POWER,Night,11,13.18181818,1
2022-09-30,BOK,BOK0138,BOK0138_MOKPORN2,Pha-Oudom,RECTIFIER,Night,11,24.72727273,2
2022-09-30,BOK,BOK0139,BOK0139_PANGTHONG,Pha-Oudom,AC POWER,Day,8,6.125,6
2022-09-30,BOK,BOK0141,BOK0141_PHAOUDOM,Pha-Oudom,OTHER,Day,3,2.333333333,1
2022-09-30,BOK,BOK0141,BOK0141_PHAOUDOM,Pha-Oudom,AC POWER,Day,3,5.333333333,7
2022-09-30,BOK,BOK0141,BOK0141_PHAOUDOM,Pha-Oudom,AC POWER,Night,3,15.33333333,1
2022-09-30,BOK,BOK0142,BOK0142_PHIENGKHAM,Pha-Oudom,AC POWER,Day,9,2,3
2022-09-30,BOK,BOK0142,BOK0142_PHIENGKHAM,Pha-Oudom,AC POWER,Night,9,1.333333333,1
2022-09-30,BOK,BOK0143,BOK0143_PHOUTHO,Pha-Oudom,OPTIC,Day,15,5.4,2
2022-09-30,BOK,BOK0143,BOK0143_PHOUTHO,Pha-Oudom,AC POWER,Day,15,2.866666667,3
2022-09-30,BOK,BOK0143,BOK0143_PHOUTHO,Pha-Oudom,AC POWER,Night,15,0.266666667,1
2022-09-30,BOK,BOK0146,BOK0146_INDOOR_ITS_PINRONG_A,Tonpheung,AC POWER,Day,15,0.2,1
2022-09-30,BOK,BOK0146,BOK0146_INDOOR_ITS_PINRONG_A,Tonpheung,AC POWER,Night,15,0.2,1
2022-09-30,BOK,BOK0148,BOK0148_KAENGPHAK,Paktha,OPTIC,Day,12,6.583333333,1
2022-09-30,BOK,BOK0148,BOK0148_KAENGPHAK,Paktha,AC POWER,Day,12,2.083333333,1
2022-09-30,BOK,BOK0159,BOK0159_INDOOR_ITS_TAIYUAN_BUILDING_F10,Tonpheung,AC POWER,Day,6,0.833333333,1
2022-09-30,BOK,BOK0162,BOK0162_HAOZHI_CLUB,Tonpheung,AC POWER,Day,11,0.545454545,1
2022-09-30,BOK,BOK0162,BOK0162_HAOZHI_CLUB,Tonpheung,AC POWER,Night,11,3.818181818,1
2022-09-30,CHP,CHP0003,CHP0003_NAKOK,Pakxe,AC POWER,Day,6,0.833333333,1
2022-09-30,CHP,CHP0006,CHP0006_OUDOMSAVANH,Pakxe,AC POWER,Day,21,1.857142857,1
2022-09-30,CHP,CHP0009,CHP0009_PARKHOUAYDEUR,Pakxe,AC POWER,Day,9,0.111111111,0
2022-09-30,CHP,CHP0009,CHP0009_PARKHOUAYDEUR,Pakxe,AC POWER,Night,9,0.555555556,1
2022-09-30,CHP,CHP0012,CHP0012_PHONKOUNG,Pakxe,AC POWER,Day,3,0.666666667,1
2022-09-30,CHP,CHP0013,CHP0013_PHONNGAM,Pakxe,AC POWER,Day,10,0.9,1
2022-09-30,CHP,CHP0014,CHP0014_PHONSAVANH,Pakxe,AC POWER,Day,3,0.666666667,1
2022-09-30,CHP,CHP0015,CHP0015_PHONSAVATH2,Pakxe,EQUIPMENT,Day,9,0.111111111,0
2022-09-30,CHP,CHP0015,CHP0015_PHONSAVATH2,Pakxe,AC POWER,Day,9,2.222222222,1
2022-09-30,CHP,CHP0016,CHP0016_PHONSAVATH3,Pakxe,AC POWER,Day,11,2,2
2022-09-30,CHP,CHP0017,CHP0017_PHONSIKAI,Pakxe,OPTIC,Day,17,3.235294118,1
2022-09-30,CHP,CHP0017,CHP0017_PHONSIKAI,Pakxe,OPTIC,Night,17,1.529411765,0
2022-09-30,CHP,CHP0017,CHP0017_PHONSIKAI,Pakxe,AC POWER,Day,17,1.411764706,2
2022-09-30,CHP,CHP0020,CHP0020_PHOUKHOUN,Pakxe,AC POWER,Day,5,3,1
2022-09-30,CHP,CHP0026,CHP0026_SANAMXAI2,Pakxe,AC POWER,Day,12,2.333333333,2
2022-09-30,CHP,CHP0027,CHP0027_SANAMXAI3,Pakxe,EQUIPMENT,Day,6,1.166666667,1
2022-09-30,CHP,CHP0027,CHP0027_SANAMXAI3,Pakxe,OTHER,Day,6,1,1
2022-09-30,CHP,CHP0027,CHP0027_SANAMXAI3,Pakxe,AC POWER,Day,6,2.166666667,2
2022-09-30,CHP,CHP0028,CHP0028_SANGNAMMUN,Pakxe,AC POWER,Day,12,0.083333333,0
2022-09-30,CHP,CHP0028,CHP0028_SANGNAMMUN,Pakxe,AC POWER,Night,12,0.583333333,1
2022-09-30,CHP,CHP0032,CHP0032_SOS_SCHOOL,Pakxe,OPTIC,Night,6,9.833333333,2
2022-09-30,CHP,CHP0032,CHP0032_SOS_SCHOOL,Pakxe,AC POWER,Day,6,1.666666667,1
2022-09-30,CHP,CHP0036,CHP0036_THAHAI,Pakxe,AC POWER,Day,10,0.2,0
2022-09-30,CHP,CHP0036,CHP0036_THAHAI,Pakxe,AC POWER,Night,10,0.6,1
2022-09-30,CHP,CHP0038,CHP0038_THAHINKANG,Pakxe,AC POWER,Day,11,1.272727273,1
2022-09-30,CHP,CHP0038,CHP0038_THAHINKANG,Pakxe,AC POWER,Night,11,0.545454545,1
2022-09-30,CHP,CHP0039,CHP0039_THALUANG,Pakxe,EQUIPMENT,Night,3,1.666666667,1
2022-09-30,CHP,CHP0039,CHP0039_THALUANG,Pakxe,OTHER,Day,3,5.666666667,3
2022-09-30,CHP,CHP0039,CHP0039_THALUANG,Pakxe,OTHER,Night,3,0.666666667,1
2022-09-30,CHP,CHP0040,CHP0040_THAOUDOM,Pakxe,AC POWER,Day,17,5,1
2022-09-30,CHP,CHP0042,CHP0042_THAXEMAI,Pakxe,AC POWER,Night,4,0.25,1
2022-09-30,CHP,CHP0046,CHP0046_KIAR,Pakxe,AC POWER,Day,5,1.2,1
2022-09-30,CHP,CHP0046,CHP0046_KIAR,Pakxe,AC POWER,Night,5,6.6,1
2022-09-30,CHP,CHP0047,CHP0047_BANCHUTSAN,Pakxe,AC POWER,Day,15,4.066666667,2
2022-09-30,CHP,CHP0048,CHP0048_BANGYOR,Pakxe,OPTIC,Night,4,1.25,1
2022-09-30,CHP,CHP0051,CHP0051_BOUNGOUDOM,Pakxe,AC POWER,Day,6,0.5,1
2022-09-30,CHP,CHP0051,CHP0051_BOUNGOUDOM,Pakxe,AC POWER,Night,6,0.5,1
2022-09-30,CHP,CHP0052,CHP0052_CHAMPASAK1_UV,Pakxe,AC POWER,Day,12,0.416666667,1
2022-09-30,CHP,CHP0053,CHP0053_CHAMPASAK3_UV,Pakxe,EQUIPMENT,Day,18,1.944444444,1
2022-09-30,CHP,CHP0053,CHP0053_CHAMPASAK3_UV,Pakxe,OPTIC,Night,18,14.72222222,1
2022-09-30,CHP,CHP0053,CHP0053_CHAMPASAK3_UV,Pakxe,AC POWER,Day,18,6.111111111,2
2022-09-30,CHP,CHP0055,CHP0055_CHAMPASAK3,Pakxe,EQUIPMENT,Day,24,0.75,0
2022-09-30,CHP,CHP0055,CHP0055_CHAMPASAK3,Pakxe,AC POWER,Day,24,2.083333333,1
2022-09-30,CHP,CHP0055,CHP0055_CHAMPASAK3,Pakxe,AC POWER,Night,24,3.458333333,0
2022-09-30,CHP,CHP0059,CHP0059_DONEKHOR,Pakxe,AC POWER,Day,15,1.266666667,2
2022-09-30,CHP,CHP0059,CHP0059_DONEKHOR,Pakxe,AC POWER,Night,15,1.266666667,0
2022-09-30,CHP,CHP0060,CHP0060_DONGKALONG,Xanasomboun,AC POWER,Day,17,1.235294118,2
2022-09-30,CHP,CHP0061,CHP0061_DORN30,Pakxe,AC POWER,Day,4,1,1
2022-09-30,CHP,CHP0068,CHP0068_HOSPITAL,Pakxe,AC POWER,Day,14,0.285714286,1
2022-09-30,CHP,CHP0068,CHP0068_HOSPITAL,Pakxe,AC POWER,Night,14,0.571428571,1
2022-09-30,CHP,CHP0069,CHP0069_HOUAYLAO,Pakxe,AC POWER,Day,15,1.8,2
2022-09-30,CHP,CHP0069,CHP0069_HOUAYLAO,Pakxe,AC POWER,Night,15,1.266666667,0
2022-09-30,CHP,CHP0070,CHP0070_HOUAYPOUN,Pakxe,OPTIC,Night,5,0.8,1
2022-09-30,CHP,CHP0072,CHP0072_HOUAYYANGKHAM,Pakxe,EQUIPMENT,Day,18,3.666666667,1
2022-09-30,CHP,CHP0072,CHP0072_HOUAYYANGKHAM,Pakxe,OPTIC,Night,18,2.444444444,1
2022-09-30,CHP,CHP0072,CHP0072_HOUAYYANGKHAM,Pakxe,AC POWER,Day,18,1.777777778,1
2022-09-30,CHP,CHP0072,CHP0072_HOUAYYANGKHAM,Pakxe,RECTIFIER,Night,18,5.777777778,1
2022-09-30,CHP,CHP0073,CHP0073_HOUAYYANGKHAMKANG,Pakxe,AC POWER,Day,3,2,1
2022-09-30,CHP,CHP0074,CHP0074_HOUAYYANGKHAMNEUR,Pakxe,OPTIC,Night,14,3.285714286,1
2022-09-30,CHP,CHP0074,CHP0074_HOUAYYANGKHAMNEUR,Pakxe,AC POWER,Day,14,1.642857143,1
2022-09-30,CHP,CHP0075,CHP0075_HOUAYYANGKHAMTAI,Pakxe,AC POWER,Day,8,1.625,2
2022-09-30,CHP,CHP0077,CHP0077_KHANKEUNG,Pakxe,AC POWER,Day,13,0.230769231,1
2022-09-30,CHP,CHP0077,CHP0077_KHANKEUNG,Pakxe,AC POWER,Night,13,0.153846154,0
2022-09-30,CHP,CHP0083,CHP0083_NONGLUANG,Pakxong,OPTIC,Day,12,0.166666667,0
2022-09-30,CHP,CHP0083,CHP0083_NONGLUANG,Pakxong,OPTIC,Night,12,0.333333333,0
2022-09-30,CHP,CHP0083,CHP0083_NONGLUANG,Pakxong,AC POWER,Day,12,11,3
2022-09-30,CHP,CHP0084,CHP0084_CHANSAVANG,Pakxong,OTHER,Night,3,9.333333333,1
2022-09-30,CHP,CHP0085,CHP0085_MAYXAISOMBOUN,Bachiangchareunsouk,OPTIC,Day,12,0.25,0
2022-09-30,CHP,CHP0085,CHP0085_MAYXAISOMBOUN,Bachiangchareunsouk,OPTIC,Night,12,8.333333333,1
2022-09-30,CHP,CHP0085,CHP0085_MAYXAISOMBOUN,Bachiangchareunsouk,AC POWER,Night,12,8.416666667,0
2022-09-30,CHP,CHP0085,CHP0085_MAYXAISOMBOUN,Bachiangchareunsouk,RECTIFIER,Night,12,25.58333333,1
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,EQUIPMENT,Day,14,1.357142857,0
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,EQUIPMENT,Night,14,15.78571429,0
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,OPTIC,Day,14,0.214285714,0
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,OPTIC,Night,14,0.428571429,0
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,AC POWER,Day,14,2.714285714,2
2022-09-30,CHP,CHP0086,CHP0086_THONGSET,Pakxong,AC POWER,Night,14,11.92857143,1
2022-09-30,CHP,CHP0087,CHP0087_THONGVAY,Pakxong,AC POWER,Day,15,2.4,1
2022-09-30,CHP,CHP0088,CHP0088_KM45,Pakxong,OPTIC,Night,17,9,2
2022-09-30,CHP,CHP0088,CHP0088_KM45,Pakxong,OTHER,Night,17,1.647058824,0
2022-09-30,CHP,CHP0088,CHP0088_KM45,Pakxong,AC POWER,Day,17,0.705882353,1
2022-09-30,CHP,CHP0089,CHP0089_NAMPOTH,Pakxong,OPTIC,Day,12,0.25,0
2022-09-30,CHP,CHP0089,CHP0089_NAMPOTH,Pakxong,OPTIC,Night,12,0.5,0
2022-09-30,CHP,CHP0089,CHP0089_NAMPOTH,Pakxong,AC POWER,Day,12,2.083333333,1
2022-09-30,CHP,CHP0089,CHP0089_NAMPOTH,Pakxong,AC POWER,Night,12,10.16666667,1
2022-09-30,CHP,CHP0090,CHP0090_NONGTAO,Pakxong,OPTIC,Day,16,0.1875,0
2022-09-30,CHP,CHP0090,CHP0090_NONGTAO,Pakxong,OPTIC,Night,16,0.375,0
2022-09-30,CHP,CHP0090,CHP0090_NONGTAO,Pakxong,AC POWER,Night,16,17.6875,1
2022-09-30,CHP,CHP0091,CHP0091_PHANUANDONG,Pakxong,AC POWER,Day,9,1,1
2022-09-30,CHP,CHP0091,CHP0091_PHANUANDONG,Pakxong,AC POWER,Night,9,21.33333333,1
2022-09-30,CHP,CHP0093,CHP0093_DONGAR,Pakxong,OPTIC,Night,6,9.333333333,1
2022-09-30,CHP,CHP0093,CHP0093_DONGAR,Pakxong,AC POWER,Day,6,3.666666667,2
2022-09-30,CHP,CHP0094,CHP0094_HOAUYJIET,Bachiangchareunsouk,OTHER,Night,8,5,0
2022-09-30,CHP,CHP0094,CHP0094_HOAUYJIET,Bachiangchareunsouk,AC POWER,Night,8,8.5,1
2022-09-30,CHP,CHP0095,CHP0095_HOUYMARKCHANH,Pakxong,OPTIC,Day,3,1,1
2022-09-30,CHP,CHP0095,CHP0095_HOUYMARKCHANH,Pakxong,OPTIC,Night,3,2,1
2022-09-30,CHP,CHP0096,CHP0096_HUAYXANH,Pakxong,OPTIC,Day,3,1,1
2022-09-30,CHP,CHP0096,CHP0096_HUAYXANH,Pakxong,AC POWER,Night,3,18.33333333,1
2022-09-30,CHP,CHP0097,CHP0097_KAPER,Pakxong,OPTIC,Day,7,10.28571429,1
2022-09-30,CHP,CHP0097,CHP0097_KAPER,Pakxong,AC POWER,Day,7,6.285714286,0
2022-09-30,CHP,CHP0097,CHP0097_KAPER,Pakxong,AC POWER,Night,7,16.14285714,1
2022-09-30,CHP,CHP0098,CHP0098_KATUAT,Pakxong,OPTIC,Night,3,2,1
2022-09-30,CHP,CHP0099,CHP0099_KM25,Pakxong,OPTIC,Night,12,7.25,1
2022-09-30,CHP,CHP0100,CHP0100_KM30,Pakxong,OPTIC,Night,3,4,1
2022-09-30,CHP,CHP0101,CHP0101_KM35,Pakxong,OPTIC,Night,9,7.222222222,1
2022-09-30,CHP,CHP0101,CHP0101_KM35,Pakxong,AC POWER,Day,9,0,1
2022-09-30,CHP,CHP0102,CHP0102_KM38,Pakxong,OPTIC,Day,17,0.176470588,0
2022-09-30,CHP,CHP0102,CHP0102_KM38,Pakxong,OPTIC,Night,17,3.823529412,1
2022-09-30,CHP,CHP0102,CHP0102_KM38,Pakxong,AC POWER,Day,17,0.823529412,1
2022-09-30,CHP,CHP0103,CHP0103_KM43,Pakxong,OPTIC,Day,2,1,1
2022-09-30,CHP,CHP0105,CHP0105_KONGTOUN,Pakxong,AC POWER,Day,13,5.923076923,3
2022-09-30,CHP,CHP0105,CHP0105_KONGTOUN,Pakxong,AC POWER,Night,13,14.84615385,1
2022-09-30,CHP,CHP0107,CHP0107_LECHEUANG,Pakxong,OPTIC,Day,21,0.142857143,0
2022-09-30,CHP,CHP0107,CHP0107_LECHEUANG,Pakxong,OPTIC,Night,21,0.285714286,0
2022-09-30,CHP,CHP0107,CHP0107_LECHEUANG,Pakxong,AC POWER,Day,21,5.904761905,3
2022-09-30,CHP,CHP0107,CHP0107_LECHEUANG,Pakxong,AC POWER,Night,21,11.9047619,1
2022-09-30,CHP,CHP0108,CHP0108_NONCHANH,Pakxong,AC POWER,Day,6,3.5,1
2022-09-30,CHP,CHP0109,CHP0109_NONGHINKHAO,Pakxong,OPTIC,Night,9,25.33333333,2
2022-09-30,CHP,CHP0109,CHP0109_NONGHINKHAO,Pakxong,AC POWER,Day,9,5.333333333,3
2022-09-30,CHP,CHP0109,CHP0109_NONGHINKHAO,Pakxong,AC POWER,Night,9,3.222222222,1
2022-09-30,CHP,CHP0110,CHP0110_NONGKA,Pakxong,OPTIC,Night,9,20.33333333,2
2022-09-30,CHP,CHP0110,CHP0110_NONGKA,Pakxong,RECTIFIER,Night,9,24.44444444,1
2022-09-30,CHP,CHP0112,CHP0112_HOUAYKHONG,Pakxong,OPTIC,Night,3,7,1
2022-09-30,CHP,CHP0112,CHP0112_HOUAYKHONG,Pakxong,AC POWER,Day,3,0.666666667,1
2022-09-30,CHP,CHP0113,CHP0113_NONGSAMPHAN,Pakxong,AC POWER,Day,21,0.952380952,1
2022-09-30,CHP,CHP0113,CHP0113_NONGSAMPHAN,Pakxong,AC POWER,Night,21,3,0
2022-09-30,CHP,CHP0114,CHP0114_NONGYALOUM,Pakxong,AC POWER,Night,12,5.75,1
2022-09-30,CHP,CHP0115,CHP0115_NONGYATERNG,Pakxong,AC POWER,Night,2,1,1
2022-09-30,CHP,CHP0116,CHP0116_PAKBONG,Pakxong,OPTIC,Day,3,1,1
2022-09-30,CHP,CHP0116,CHP0116_PAKBONG,Pakxong,OPTIC,Night,3,2,1
2022-09-30,CHP,CHP0116,CHP0116_PAKBONG,Pakxong,OTHER,Night,3,9.333333333,1
2022-09-30,CHP,CHP0117,CHP0117_PAKXONG,Pakxong,OPTIC,Day,3,1,1
2022-09-30,CHP,CHP0117,CHP0117_PAKXONG,Pakxong,OPTIC,Night,3,2,1
2022-09-30,CHP,CHP0117,CHP0117_PAKXONG,Pakxong,OTHER,Night,3,9.333333333,1
2022-09-30,CHP,CHP0118,CHP0118_PAKSONGIALAND,Pakxong,OTHER,Night,3,9.333333333,1
2022-09-30,CHP,CHP0119,CHP0119_PHOUDIN,Pakxong,AC POWER,Day,8,1.5,1
2022-09-30,CHP,CHP0120,CHP0120_PHOUOY,Pakxong,AC POWER,Day,9,20.88888889,4
2022-09-30,CHP,CHP0121,CHP0121_PHOUMONE,Pakxong,AC POWER,Night,7,3.142857143,1
2022-09-30,CHP,CHP0122,CHP0122_PUKKOUT,Pakxong,OPTIC,Day,13,0.230769231,0
2022-09-30,CHP,CHP0122,CHP0122_PUKKOUT,Pakxong,OPTIC,Night,13,0.461538462,0
2022-09-30,CHP,CHP0122,CHP0122_PUKKOUT,Pakxong,AC POWER,Day,13,2.384615385,1
2022-09-30,CHP,CHP0123,CHP0123_SOMSANOUK,Pakxong,AC POWER,Day,9,1.555555556,1
2022-09-30,CHP,CHP0124,CHP0124_TAOHOTH,Pakxong,OTHER,Night,12,2.333333333,0
2022-09-30,CHP,CHP0124,CHP0124_TAOHOTH,Pakxong,AC POWER,Day,12,0.083333333,1
2022-09-30,CHP,CHP0124,CHP0124_TAOHOTH,Pakxong,AC POWER,Night,12,5.5,0
2022-09-30,CHP,CHP0125,CHP0125_TAYEUKSEUA,Pakxong,EQUIPMENT,Day,10,6.6,0
2022-09-30,CHP,CHP0125,CHP0125_TAYEUKSEUA,Pakxong,AC POWER,Day,10,10.5,2
2022-09-30,CHP,CHP0125,CHP0125_TAYEUKSEUA,Pakxong,AC POWER,Night,10,11.8,1
2022-09-30,CHP,CHP0126,CHP0126_THONGKALONG,Pakxong,OPTIC,Day,12,7.666666667,1
2022-09-30,CHP,CHP0126,CHP0126_THONGKALONG,Pakxong,OPTIC,Night,12,0.5,0
2022-09-30,CHP,CHP0126,CHP0126_THONGKALONG,Pakxong,AC POWER,Day,12,13.41666667,2
2022-09-30,CHP,CHP0127,CHP0127_THONGKATAI,Pakxong,OPTIC,Day,17,0.176470588,0
2022-09-30,CHP,CHP0127,CHP0127_THONGKATAI,Pakxong,OPTIC,Night,17,0.352941176,0
2022-09-30,CHP,CHP0127,CHP0127_THONGKATAI,Pakxong,AC POWER,Day,17,0.823529412,1
2022-09-30,CHP,CHP0127,CHP0127_THONGKATAI,Pakxong,AC POWER,Night,17,18.64705882,1
2022-09-30,CHP,CHP0128,CHP0128_WATLUANG_PAKSONG,Pakxong,OPTIC,Day,9,2.111111111,1
2022-09-30,CHP,CHP0128,CHP0128_WATLUANG_PAKSONG,Pakxong,OPTIC,Night,9,0.888888889,1
2022-09-30,CHP,CHP0128,CHP0128_WATLUANG_PAKSONG,Pakxong,AC POWER,Day,9,0.777777778,1
2022-09-30,CHP,CHP0128,CHP0128_WATLUANG_PAKSONG,Pakxong,RECTIFIER,Night,9,10.11111111,1
2022-09-30,CHP,CHP0129,CHP0129_XENOIDAM,Pakxong,OPTIC,Night,5,7.6,1
2022-09-30,CHP,CHP0129,CHP0129_XENOIDAM,Pakxong,AC POWER,Day,5,4,2
2022-09-30,CHP,CHP0130,CHP0130_XETKHOT,Pakxong,OPTIC,Day,9,0.333333333,0
2022-09-30,CHP,CHP0130,CHP0130_XETKHOT,Pakxong,OPTIC,Night,9,0.666666667,0
2022-09-30,CHP,CHP0130,CHP0130_XETKHOT,Pakxong,AC POWER,Night,9,9.111111111,1
2022-09-30,CHP,CHP0131,CHP0131_4000_DON,Khong,AC POWER,Night,7,5.285714286,1
2022-09-30,CHP,CHP0132,CHP0132_DONGVEUNTHONG,Khong,AC POWER,Day,12,17.75,4
2022-09-30,CHP,CHP0133,CHP0133_BANKENG,Khong,AC POWER,Day,5,39.4,2
2022-09-30,CHP,CHP0133,CHP0133_BANKENG,Khong,AC POWER,Night,5,3.8,1
2022-09-30,CHP,CHP0134,CHP0134_KENGKOUM,Khong,AC POWER,Day,17,17.23529412,3
2022-09-30,CHP,CHP0134,CHP0134_KENGKOUM,Khong,AC POWER,Night,17,28.35294118,2
2022-09-30,CHP,CHP0135,CHP0135_BANHOUAY,Khong,AC POWER,Day,7,2.857142857,1
2022-09-30,CHP,CHP0135,CHP0135_BANHOUAY,Khong,AC POWER,Night,7,5,1
2022-09-30,CHP,CHP0136,CHP0136_BUENGNGARM,Khong,AC POWER,Day,9,4,3
2022-09-30,CHP,CHP0136,CHP0136_BUENGNGARM,Khong,AC POWER,Night,9,5.333333333,1
2022-09-30,CHP,CHP0137,CHP0137_DONKAMAO,Khong,AC POWER,Day,9,18.22222222,5
2022-09-30,CHP,CHP0138,CHP0138_DORNSADAM,Khong,AC POWER,Day,9,10.88888889,4
2022-09-30,CHP,CHP0138,CHP0138_DORNSADAM,Khong,AC POWER,Night,9,4.444444444,1
2022-09-30,CHP,CHP0139,CHP0139_HATSAIKHOUNE,Khong,AC POWER,Day,12,7.333333333,1
2022-09-30,CHP,CHP0139,CHP0139_HATSAIKHOUNE,Khong,AC POWER,Night,12,8,2
2022-09-30,CHP,CHP0140,CHP0140_HOUKHONGLERM,Khong,AC POWER,Day,11,10.18181818,2
2022-09-30,CHP,CHP0141,CHP0141_HUADETH,Khong,OPTIC,Night,9,18.22222222,1
2022-09-30,CHP,CHP0141,CHP0141_HUADETH,Khong,AC POWER,Day,9,11.88888889,2
2022-09-30,CHP,CHP0141,CHP0141_HUADETH,Khong,AC POWER,Night,9,5.333333333,1
2022-09-30,CHP,CHP0142,CHP0142_KHONPAPHENG,Khong,AC POWER,Night,11,5.272727273,1
2022-09-30,CHP,CHP0143,CHP0143_KOKPADAEK,Khong,AC POWER,Day,11,45.27272727,4
2022-09-30,CHP,CHP0143,CHP0143_KOKPADAEK,Khong,AC POWER,Night,11,1.090909091,0
2022-09-30,CHP,CHP0144,CHP0144_KRINARK,Khong,AC POWER,Night,16,6.375,1
2022-09-30,CHP,CHP0145,CHP0145_LIPHEE,Khong,OPTIC,Night,12,23.41666667,1
2022-09-30,CHP,CHP0145,CHP0145_LIPHEE,Khong,OTHER,Day,12,12.5,1
2022-09-30,CHP,CHP0145,CHP0145_LIPHEE,Khong,OTHER,Night,12,3.25,0
2022-09-30,CHP,CHP0145,CHP0145_LIPHEE,Khong,AC POWER,Day,12,0.083333333,0
2022-09-30,CHP,CHP0145,CHP0145_LIPHEE,Khong,AC POWER,Night,12,5.25,1
2022-09-30,CHP,CHP0146,CHP0146_LOPPADEE,Khong,AC POWER,Day,17,17,5
2022-09-30,CHP,CHP0146,CHP0146_LOPPADEE,Khong,AC POWER,Night,17,12.94117647,3
2022-09-30,CHP,CHP0147,CHP0147_M_KHONG,Khong,AC POWER,Night,8,2.875,1
2022-09-30,CHP,CHP0148,CHP0148_M_SEAN,Khong,EQUIPMENT,Day,19,0.263157895,0
2022-09-30,CHP,CHP0148,CHP0148_M_SEAN,Khong,AC POWER,Day,19,8.052631579,2
2022-09-30,CHP,CHP0148,CHP0148_M_SEAN,Khong,AC POWER,Night,19,3.052631579,1
2022-09-30,CHP,CHP0149,CHP0149_NAFANG,Khong,AC POWER,Day,14,9.5,1
2022-09-30,CHP,CHP0149,CHP0149_NAFANG,Khong,AC POWER,Night,14,6.5,1
2022-09-30,CHP,CHP0150,CHP0150_NAKASANG,Khong,AC POWER,Night,12,5.25,1
2022-09-30,CHP,CHP0151,CHP0151_NASAEPHANH,Khong,AC POWER,Day,12,32.75,2
2022-09-30,CHP,CHP0151,CHP0151_NASAEPHANH,Khong,AC POWER,Night,12,5.833333333,1
2022-09-30,CHP,CHP0152,CHP0152_NASEUAK,Khong,AC POWER,Day,9,37.11111111,2
2022-09-30,CHP,CHP0152,CHP0152_NASEUAK,Khong,AC POWER,Night,9,6.111111111,1
2022-09-30,CHP,CHP0153,CHP0153_NONGNOKKIENE,Khong,AC POWER,Night,12,5.25,1
2022-09-30,CHP,CHP0154,CHP0154_PHIENGDEE,Khong,AC POWER,Day,7,2,2
